Site_Num,County,Year,Township,Range,Sections,Stream,Habitat,Pool_Riffle,Substrate,Lat,Long,Topeka_Shiner,Count,2004,2007,2008,2009,2010
133_3,Rock,2010,102,45,11,Rock_River,in_channel,pool,"sand, silt",43.65687,-96.1903,1,,,,,,
134_1,Rock,2010,102,45,26,Rock_River,in_channel,pool,"sand, gravel",43.61644,-96.19731,1,,,,,,
135_1,Rock,2010,102,44,2,Elk_Creek,off_channel,pool,"sand, gravel, silt",43.602626,-96.173458,1,,,,,,
136_1,Rock,2010,103,44,36,Elk_Creek,in_channel,pool,"silt, muck",43.54261,-96.061,1,,,,,,
137_1,Rock,2010,101,44,1,Kanaranzi_Creek,in_channel,pool,"muck, sand",43.57391,-96.06381,0,,,,,,
137_2,Rock,2010,101,44,1,Kanaranzi_Creek,in_channel,pool,"muck, sand",43.57309,-96.06426,1,,,,,,
138_1,Nobles,2010,102,42,7,Kanaranzi_Creek,in_channel,backwater,"sand, gravel",43.65376,-95.92938,1,,,,,,
139_1,Nobles,2010,102,42,8_12,East_Branch_Kanaranzi_Creek,in_channel,backwater,muck,43.65931,-95.90453,1,,,,,,
140_1,Nobles,2010,103,42,32,Kanaranzi_Creek,in_channel,flow,"sand, muck, gravel",43.68828,-95.90586,0,,,,,,
140_10,Nobles,2010,103,42,32,Kanaranzi_Creek,in_channel,flow,"sand, muck, gravel",43.6828,-95.90381,0,,,,,,
140_2,Nobles,2010,103,42,32,Kanaranzi_Creek,in_channel,flow,"sand, muck, gravel",43.68808,-95.90592,0,,,,,,
140_3,Nobles,2010,103,42,32,Kanaranzi_Creek,in_channel,flow,"sand, muck, gravel",43.68752,-95.90667,0,,,,,,
140_4,Nobles,2010,103,42,32,Kanaranzi_Creek,in_channel,flow,"sand, muck, gravel",43.68711,-95.9081,0,,,,,,
140_5,Nobles,2010,103,42,32,Kanaranzi_Creek,in_channel,flow,"sand, muck, gravel",43.68449,-95.90697,0,,,,,,
140_6,Nobles,2010,103,42,32,Kanaranzi_Creek,in_channel,flow,"sand, muck, gravel",43.68383,-95.90643,0,,,,,,
140_7,Nobles,2010,103,42,32,Kanaranzi_Creek,in_channel,flow,"sand, muck, gravel",43.68315,-95.90668,0,,,,,,
140_8,Nobles,2010,103,42,32,Kanaranzi_Creek,in_channel,flow,"sand, muck, gravel",43.68254,-95.90642,0,,,,,,
140_9,Nobles,2010,103,42,32,Kanaranzi_Creek,in_channel,flow,"sand, muck, gravel",43.68221,-95.90595,0,,,,,,
141_1,Lincoln,2012,109,46,8,Medary_Creek,in_channel,backwater,"sand, silt",44.25815,-96.4224,0,,,,,,
141_2,Lincoln,2012,109,46,8,Medary_Creek,in_channel,backwater,"sand, silt",44.25819,-96.42236,1,,,,,,
142_1,Pipestone,2012,108,46,31,Willow_creek,in_channel,pool,"silt, sand, gravel",44.11068,-96.42268,0,,,,,,
142_10,Pipestone,2012,107,46,14,Willow_creek,in_channel,backwater,"silt, sand, gravel",44.11116,-96.42346,0,,,,,,
142_2,Pipestone,2012,107,46,6,Willow_creek,in_channel,pool,"silt, sand, gravel",44.11055,-96.42243,0,,,,,,
142_3,Pipestone,2012,107,46,7,Willow_creek,in_channel,backwater,"silt, sand, gravel",44.11061,-96.42221,0,,,,,,
142_4,Pipestone,2012,107,46,8,Willow_creek,in_channel,backwater,"silt, sand, gravel",44.11047,-96.42223,0,,,,,,
142_5,Pipestone,2012,107,46,9,Willow_creek,in_channel,backwater,"silt, sand, gravel",44.11043,-96.42211,0,,,,,,
142_6,Pipestone,2012,107,46,10,Willow_creek,in_channel,backwater,"silt, sand, gravel",44.11018,-96.4222,0,,,,,,
142_7,Pipestone,2012,107,46,11,Willow_creek,in_channel,backwater,"silt, sand, gravel",44.11019,-96.42201,0,,,,,,
142_8,Pipestone,2012,107,46,12,Willow_creek,in_channel,backwater,"silt, sand, gravel",44.11019,-96.42194,0,,,,,,
142_9,Pipestone,2012,107,46,13,Willow_creek,in_channel,backwater,"silt, sand, gravel",44.11113,-96.42301,0,,,,,,
143_1,Pipestone,2012,108,45,18-20,East_Branch_Flandreau_Creek,in_channel,pool,"sand, gravel, silt",44.15401,-96.29187,0,,,,,,
143_10,Pipestone,2012,108,45,18-20,East_Branch_Flandreau_Creek,in_channel,in-channel/MCB,"sand, gravel, silt",44.15327,-96.28601,0,,,,,,
143_2,Pipestone,2012,108,45,18-20,East_Branch_Flandreau_Creek,in_channel,pool,"sand, gravel, silt",44.15404,-96.29184,0,,,,,,
143_3,Pipestone,2012,108,45,18-20,East_Branch_Flandreau_Creek,in_channel,pool,"sand, gravel, silt",44.1541,-96.29186,0,,,,,,
143_4,Pipestone,2012,108,45,18-20,East_Branch_Flandreau_Creek,in_channel,pool,"sand, gravel, silt",44.15429,-96.29205,0,,,,,,
143_5,Pipestone,2012,108,45,18-20,East_Branch_Flandreau_Creek,in_channel,in-channel/MCB,"sand, gravel, silt",44.15441,-96.29212,0,,,,,,
143_6,Pipestone,2012,108,45,18-20,East_Branch_Flandreau_Creek,in_channel,pool,"sand, gravel, silt",44.15331,-96.2852,0,,,,,,
143_7,Pipestone,2012,108,45,18-20,East_Branch_Flandreau_Creek,in_channel,pool,"sand, gravel, silt",44.15321,-96.28527,0,,,,,,
143_8,Pipestone,2012,108,45,18-20,East_Branch_Flandreau_Creek,in_channel,pool,"sand, gravel, silt",44.15323,-96.28568,0,,,,,,
143_9,Pipestone,2012,108,45,18-20,East_Branch_Flandreau_Creek,in_channel,in-channel/MCB,"sand, gravel, silt",44.15329,-96.2858,0,,,,,,
144_1,Pipestone,2012,107,46,29_32,North_Branch_Pipestone_Creek,in_channel,backwater,"silt, gravel, sand",44.0413,-96.39968,0,,,,,,
144_10,Pipestone,2012,107,46,29_32,North_Branch_Pipestone_Creek,off_channel,pool,"silt, gravel, sand",44.03321,-96.40217,0,,,,,,
144_2,Pipestone,2012,107,46,29_32,North_Branch_Pipestone_Creek,in_channel,backwater,"silt, gravel, sand",44.0412,-96.39945,0,,,,,,
144_3,Pipestone,2012,107,46,29_32,North_Branch_Pipestone_Creek,in_channel,backwater,"silt, gravel, sand",44.04122,-96.40006,0,,,,,,
144_4,Pipestone,2012,107,46,29_32,North_Branch_Pipestone_Creek,in_channel,backwater,"silt, gravel, sand",44.04082,-96.40085,0,,,,,,
144_5,Pipestone,2012,107,46,29_32,North_Branch_Pipestone_Creek,off_channel,pool,"silt, gravel, sand",44.04061,-96.40078,0,,,,,,
144_6,Pipestone,2012,107,46,29_32,North_Branch_Pipestone_Creek,in_channel,backwater,"silt, gravel, sand",44.04015,-96.40137,0,,,,,,
144_7,Pipestone,2012,107,46,29_32,North_Branch_Pipestone_Creek,in_channel,backwater,"silt, gravel, sand",44.03929,-96.40102,0,,,,,,
144_8,Pipestone,2012,107,46,29_32,North_Branch_Pipestone_Creek,off_channel,pool,"silt, gravel, sand",44.03667,-96.40429,0,,,,,,
144_9,Pipestone,2012,107,46,29_32,North_Branch_Pipestone_Creek,off_channel,pool,"silt, gravel, sand",44.03342,-96.40218,0,,,,,,
145_1,Pipestone,2012,106,47,35_36,Pipstone_Creek,in_channel,pool,"silt, clay boulder, sand",43.93698,-96.44445,0,,,,,,
145_2,Pipestone,2012,105,47,2,Pipstone_Creek,in_channel,pool,"silt, clay boulder, sand",43.93703,-96.44465,0,,,,,,
145_3,Pipestone,2012,105,47,2,Pipstone_Creek,in_channel,pool,"silt, clay boulder, sand",43.93711,-96.44491,0,,,,,,
145_4,Pipestone,2012,105,47,2,Pipstone_Creek,in_channel,pool,"silt, clay boulder, sand",43.93716,-96.44545,0,,,,,,
145_5,Pipestone,2012,105,47,2,Pipstone_Creek,in_channel,pool,"silt, clay boulder, sand",43.93729,-96.44589,0,,,,,,
145_6,Pipestone,2012,105,47,2,Pipstone_Creek,in_channel,pool,"silt, clay boulder, sand",43.93742,-96.44625,1,,,,,,
146_1,Pipestone,2012,105,46,28_29,Split_Rock_Creek,in_channel,pool,"boulder, gravel, sand",43.87271,-96.38712,0,,,,,,
146_10,Pipestone,2012,105,46,28_29,Split_Rock_Creek,in_channel,pool,"boulder, gravel, sand",43.87539,-96.38146,0,,,,,,
146_2,Pipestone,2012,105,46,28_29,Split_Rock_Creek,in_channel,pool,"boulder, gravel, sand",43.87293,-96.38684,0,,,,,,
146_3,Pipestone,2012,105,46,28_29,Split_Rock_Creek,in_channel,pool,"boulder, gravel, sand",43.87306,-96.38659,0,,,,,,
146_4,Pipestone,2012,105,46,28_29,Split_Rock_Creek,in_channel,pool,"boulder, gravel, sand",43.87321,-96.38572,0,,,,,,
146_5,Pipestone,2012,105,46,28_29,Split_Rock_Creek,in_channel,backwater,"boulder, gravel, sand",43.8732,-96.38548,0,,,,,,
146_6,Pipestone,2012,105,46,28_29,Split_Rock_Creek,off_channel,pool,"boulder, gravel, sand",43.87264,-96.38386,0,,,,,,
146_7,Pipestone,2012,105,46,28_29,Split_Rock_Creek,off_channel,pool,"boulder, gravel, sand",43.87263,-96.38364,0,,,,,,
146_8,Pipestone,2012,105,46,28_29,Split_Rock_Creek,in_channel,pool,"boulder, gravel, sand",43.87273,-96.38244,0,,,,,,
146_9,Pipestone,2012,105,46,28_29,Split_Rock_Creek,in_channel,pool,"boulder, gravel, sand",43.87324,-96.38217,0,,,,,,
147_1,Nobles,2012,103,42,17_18,Kanaranzi_Creek,in_channel,backwater,"gravel, silt, muck",43.73149,-95.91764,0,,,,,,
147_10,Nobles,2012,103,42,17_18,Kanaranzi_Creek,in_channel,backwater,"gravel, silt, muck",43.7298,-95.91491,0,,,,,,
147_11,Nobles,2012,103,42,17_18,Kanaranzi_Creek,in_channel,backwater,"gravel, silt, muck",43.72904,-95.91487,0,,,,,,
147_12,Nobles,2012,103,42,17_18,Kanaranzi_Creek,in_channel,backwater,"gravel, silt, muck",43.72874,-95.91463,0,,,,,,
147_13,Nobles,2012,103,42,17_18,Kanaranzi_Creek,in_channel,backwater,"gravel, silt, muck",43.72779,-95.91314,0,,,,,,
147_2,Nobles,2012,103,42,17_18,Kanaranzi_Creek,in_channel,backwater,"gravel, silt, muck",43.73161,-95.91743,0,,,,,,
147_3,Nobles,2012,103,42,17_18,Kanaranzi_Creek,in_channel,backwater,"gravel, silt, muck",43.73182,-95.91719,0,,,,,,
147_4,Nobles,2012,103,42,17_18,Kanaranzi_Creek,in_channel,backwater,"gravel, silt, muck",43.73199,-95.91705,0,,,,,,
147_5,Nobles,2012,103,42,17_18,Kanaranzi_Creek,in_channel,backwater,"gravel, silt, muck",43.73202,-95.91686,0,,,,,,
147_6,Nobles,2012,103,42,17_18,Kanaranzi_Creek,in_channel,backwater,"gravel, silt, muck",43.73128,-95.91596,0,,,,,,
147_7,Nobles,2012,103,42,17_18,Kanaranzi_Creek,in_channel,backwater,"gravel, silt, muck",43.731,-95.91516,0,,,,,,
147_8,Nobles,2012,103,42,17_18,Kanaranzi_Creek,in_channel,backwater,"gravel, silt, muck",43.73022,-95.91492,0,,,,,,
147_9,Nobles,2012,103,42,17_18,Kanaranzi_Creek,in_channel,backwater,"gravel, silt, muck",43.73007,-95.91488,0,,,,,,
148_1,Pipestone,2012,106,44,33,Rock_River,in_channel,backwater,"sand, gravel, muck",43.94307,-96.14039,0,,,,,,
148_2,Pipestone,2012,106,44,34,Rock_River,in_channel,backwater,"sand, gravel, muck",43.94304,-96.14026,0,,,,,,
148_3,Pipestone,2012,106,44,35,Rock_River,in_channel,backwater,"sand, gravel, muck",43.9428,-96.1397,0,,,,,,
148_4,Pipestone,2012,106,44,36,Rock_River,in_channel,pool,"sand, gravel, muck",43.94283,-96.13991,1,,,,,,
149_1,Pipestone,2012,105,44,33,Rock_River,in_channel,pool,"gravel, sand, cobble",43.85836,-96.13494,0,,,,,,
149_2,Pipestone,2012,105,44,33,Rock_River,in_channel,pool,"gravel, sand, cobble",43.85839,-96.13508,0,,,,,,
149_3,Pipestone,2012,105,44,33,Rock_River,in_channel,pool,"gravel, sand, cobble",43.8583,-96.13528,0,,,,,,
149_4,Pipestone,2012,105,44,33,Rock_River,in_channel,pool,"gravel, sand, cobble",43.85809,-96.13627,1,,,,,,
150_1,Rock,2012,104,47,35,Split_Rock_Creek,in_channel,backwater,"gravel, sand, silt",43.77128,-96.4391,0,,,,,,
150_2,Rock,2012,104,47,35,Split_Rock_Creek,in_channel,backwater,"gravel, sand, silt",43.77116,-96.43912,0,,,,,,
150_3,Rock,2012,104,47,35,Split_Rock_Creek,in_channel,backwater,"gravel, sand, silt",43.77114,-96.43931,0,,,,,,
150_4,Rock,2012,104,47,35,Split_Rock_Creek,in_channel,backwater,"gravel, sand, silt",43.77149,-96.43814,1,,,,,,
151_1,Rock,2012,103,45,18_19,Beaver_Creek,in_channel,pool,"silt, clay",43.71768,-96.28182,1,,,,,,
152_1,Rock,2012,102,47,35_36,Beaver_Creek,in_channel,flow,"silt, sand, gravel",43.59418,-96.43251,0,,,,,,
152_10,Rock,2012,102,47,35_36,Beaver_Creek,in_channel,flow,"silt, sand, gravel",43.59301,-96.42999,0,,,,,,
152_2,Rock,2012,102,47,35_36,Beaver_Creek,in_channel,flow,"silt, sand, gravel",43.59419,-96.43293,0,,,,,,
152_3,Rock,2012,102,47,35_36,Beaver_Creek,in_channel,flow,"silt, sand, gravel",43.5942,-96.43288,0,,,,,,
152_4,Rock,2012,102,47,35_36,Beaver_Creek,in_channel,flow,"silt, sand, gravel",43.59426,-96.43393,0,,,,,,
152_5,Rock,2012,102,47,35_36,Beaver_Creek,in_channel,flow,"silt, sand, gravel",43.59423,-96.43445,0,,,,,,
152_6,Rock,2012,102,47,35_36,Beaver_Creek,in_channel,flow,"silt, sand, gravel",43.59427,-96.43467,0,,,,,,
152_7,Rock,2012,102,47,35_36,Beaver_Creek,in_channel,flow,"silt, sand, gravel",43.59421,-96.4306,0,,,,,,
152_8,Rock,2012,102,47,35_36,Beaver_Creek,in_channel,flow,"silt, sand, gravel",43.59404,-96.43035,0,,,,,,
152_9,Rock,2012,102,47,35_36,Beaver_Creek,in_channel,flow,"silt, sand, gravel",43.59305,-96.43008,0,,,,,,
153_1,Rock,2012,102,46,14_23,Beaver_Creek,in_channel,flow,"sand, silt",43.63076,-96.32975,0,,,,,,
153_10,Rock,2012,102,46,14_23,Beaver_Creek,in_channel,flow,"sand, silt",43.63224,-96.3277,0,,,,,,
153_2,Rock,2012,102,46,14_23,Beaver_Creek,in_channel,flow,"sand, silt",43.63049,-96.33007,0,,,,,,
153_3,Rock,2012,102,46,14_23,Beaver_Creek,in_channel,flow,"sand, silt",43.62954,-96.32909,0,,,,,,
153_4,Rock,2012,102,46,14_23,Beaver_Creek,in_channel,flow,"sand, silt",43.62915,-96.33117,0,,,,,,
153_5,Rock,2012,102,46,14_23,Beaver_Creek,in_channel,flow,"sand, silt",43.62911,-96.33148,0,,,,,,
153_6,Rock,2012,102,46,14_23,Beaver_Creek,in_channel,flow,"sand, silt",43.62835,-96.33249,0,,,,,,
153_7,Rock,2012,102,46,14_23,Beaver_Creek,in_channel,flow,"sand, silt",43.63324,-96.32725,0,,,,,,
153_8,Rock,2012,102,46,14_23,Beaver_Creek,in_channel,flow,"sand, silt",43.6324,-96.3274,0,,,,,,
153_9,Rock,2012,102,46,14_23,Beaver_Creek,in_channel,flow,"sand, silt",43.63233,-96.32762,0,,,,,,
154_1,Rock,2012,101,45,13,Rock_River,in_channel,pool,"gravel, sand, silt",43.55354,-96.18125,0,,,,,,
154_10,Rock,2012,101,45,13,Rock_River,in_channel,backwater,"gravel, sand, silt",43.55121,-96.18336,0,,,,,,
154_11,Rock,2012,101,45,13,Rock_River,in_channel,backwater,"gravel, sand, silt",43.55081,-96.18361,0,,,,,,
154_12,Rock,2012,101,45,13,Rock_River,in_channel,backwater,"gravel, sand, silt",43.55022,-96.18309,0,,,,,,
154_13,Rock,2012,101,45,13,Rock_River,in_channel,backwater,"gravel, sand, silt",43.54985,-96.18238,0,,,,,,
154_14,Rock,2012,101,45,13,Rock_River,in_channel,riffle,"gravel, sand, silt",43.54849,-96.18238,0,,,,,,
154_15,Rock,2012,101,45,13,Rock_River,in_channel,backwater,"gravel, sand, silt",43.5481,-96.18156,0,,,,,,
154_16,Rock,2012,101,45,13,Rock_River,in_channel,backwater,"gravel, sand, silt",43.54787,-96.18069,0,,,,,,
154_17,Rock,2012,101,45,13,Rock_River,in_channel,backwater,"gravel, sand, silt",43.54709,-96.18012,0,,,,,,
154_2,Rock,2012,101,45,13,Rock_River,in_channel,backwater,"gravel, sand, silt",43.55362,-96.18154,0,,,,,,
154_3,Rock,2012,101,45,13,Rock_River,in_channel,backwater,"gravel, sand, silt",43.5535,-96.18191,0,,,,,,
154_4,Rock,2012,101,45,13,Rock_River,in_channel,backwater,"gravel, sand, silt",43.55254,-96.18127,0,,,,,,
154_5,Rock,2012,101,45,13,Rock_River,in_channel,pool,"gravel, sand, silt",43.55287,-96.17972,0,,,,,,
154_6,Rock,2012,101,45,13,Rock_River,in_channel,backwater,"gravel, sand, silt",43.55211,-96.18013,0,,,,,,
154_7,Rock,2012,101,45,13,Rock_River,in_channel,backwater,"gravel, sand, silt",43.55206,-96.18099,0,,,,,,
154_8,Rock,2012,101,45,13,Rock_River,in_channel,backwater,"gravel, sand, silt",43.55216,-96.18146,0,,,,,,
154_9,Rock,2012,101,45,13,Rock_River,in_channel,backwater,"gravel, sand, silt",43.55197,-96.18235,0,,,,,,
155_1,Nobles,2012,103,43,29_32,Elk_Creek,in_channel,pool,"silt, muck, gravel",43.68849,-96.02497,0,,,,,,
155_10,Nobles,2012,103,43,29_32,Elk_Creek,in_channel,backwater,"silt, muck, gravel",43.68923,-96.01916,0,,,,,,
155_2,Nobles,2012,103,43,29_32,Elk_Creek,in_channel,pool,"silt, muck, gravel",43.68832,-96.02512,0,,,,,,
155_3,Nobles,2012,103,43,29_32,Elk_Creek,in_channel,pool,"silt, muck, gravel",43.68842,-96.02019,0,,,,,,
155_4,Nobles,2012,103,43,29_32,Elk_Creek,in_channel,backwater,"silt, muck, gravel",43.68859,-96.02008,0,,,,,,
155_5,Nobles,2012,103,43,29_32,Elk_Creek,in_channel,backwater,"silt, muck, gravel",43.68861,-96.02002,0,,,,,,
155_6,Nobles,2012,103,43,29_32,Elk_Creek,in_channel,backwater,"silt, muck, gravel",43.68868,-96.0199,0,,,,,,
155_7,Nobles,2012,103,43,29_32,Elk_Creek,in_channel,backwater,"silt, muck, gravel",43.6887,-96.01969,0,,,,,,
155_8,Nobles,2012,103,43,29_32,Elk_Creek,in_channel,backwater,"silt, muck, gravel",43.68877,-96.0194,0,,,,,,
155_9,Nobles,2012,103,43,29_32,Elk_Creek,in_channel,backwater,"silt, muck, gravel",43.68896,-96.01932,0,,,,,,
156_1,Nobles,2012,103,43,21_28,Elk_Creek,in_channel,pool,"silt, gravel, sand",43.70276,-96.00072,1,,,,,,
157_1,Nobles,2012,103,42,17_19_20,Kanaranzi_Creek,in_channel,pool,"silt, muck, sand",43.71762,-95.91115,0,,,,,,
157_10,Nobles,2012,103,42,17_19_20,Kanaranzi_Creek,in_channel,in-channel/MCB,"silt, muck, sand",43.71829,-95.91093,0,,,,,,
157_11,Nobles,2012,103,42,17_19_20,Kanaranzi_Creek,in_channel,in-channel/MCB,"silt, muck, sand",43.71835,-95.91097,0,,,,,,
157_12,Nobles,2012,103,42,17_19_20,Kanaranzi_Creek,in_channel,in-channel/MCB,"silt, muck, sand",43.71785,-95.911,0,,,,,,
157_2,Nobles,2012,103,42,17_19_20,Kanaranzi_Creek,in_channel,pool,"silt, muck, sand",43.71757,-95.91102,0,,,,,,
157_3,Nobles,2012,103,42,17_19_20,Kanaranzi_Creek,in_channel,pool,"silt, muck, sand",43.71753,-95.91108,0,,,,,,
157_4,Nobles,2012,103,42,17_19_20,Kanaranzi_Creek,in_channel,pool,"silt, muck, sand",43.71755,-95.91112,0,,,,,,
157_5,Nobles,2012,103,42,17_19_20,Kanaranzi_Creek,in_channel,pool,"silt, muck, sand",43.71785,-95.91112,0,,,,,,
157_6,Nobles,2012,103,42,17_19_20,Kanaranzi_Creek,in_channel,pool,"silt, muck, sand",43.71786,-95.91115,0,,,,,,
157_7,Nobles,2012,103,42,17_19_20,Kanaranzi_Creek,in_channel,pool,"silt, muck, sand",43.71793,-95.91111,0,,,,,,
157_8,Nobles,2012,103,42,17_19_20,Kanaranzi_Creek,in_channel,in-channel/MCB,"silt, muck, sand",43.71818,-95.91105,0,,,,,,
157_9,Nobles,2012,103,42,17_19_20,Kanaranzi_Creek,in_channel,in-channel/MCB,"silt, muck, sand",43.7182,-95.91097,0,,,,,,
158_1,Nobles,2012,102,43,21_32,Kanaranzi_Creek,in_channel,pool,"sand, gravel silt",43.59742,-96.03359,0,,,,,,
158_10,Nobles,2012,102,43,21_32,Kanaranzi_Creek,in_channel,backwater,"sand, gravel silt",43.59527,-96.03683,0,,,,,,
158_11,Nobles,2012,102,43,21_32,Kanaranzi_Creek,in_channel,backwater,"sand, gravel silt",43.59463,-96.03681,0,,,,,,
158_12,Nobles,2012,102,43,21_32,Kanaranzi_Creek,in_channel,backwater,"sand, gravel silt",43.59454,-96.03681,0,,,,,,
158_13,Nobles,2012,102,43,21_32,Kanaranzi_Creek,in_channel,backwater,"sand, gravel silt",43.59416,-96.0369,0,,,,,,
158_14,Nobles,2012,102,43,21_32,Kanaranzi_Creek,in_channel,backwater,"sand, gravel silt",43.59399,-96.03722,0,,,,,,
158_15,Nobles,2012,102,43,21_32,Kanaranzi_Creek,in_channel,backwater,"sand, gravel silt",43.59383,-96.03735,0,,,,,,
158_2,Nobles,2012,102,43,21_32,Kanaranzi_Creek,in_channel,pool,"sand, gravel silt",43.59741,-96.03408,0,,,,,,
158_3,Nobles,2012,102,43,21_32,Kanaranzi_Creek,in_channel,backwater,"sand, gravel silt",43.59686,-96.03499,0,,,,,,
158_4,Nobles,2012,102,43,21_32,Kanaranzi_Creek,in_channel,backwater,"sand, gravel silt",43.5966,-96.03513,0,,,,,,
158_5,Nobles,2012,102,43,21_32,Kanaranzi_Creek,in_channel,backwater,"sand, gravel silt",43.5962,-96.03518,0,,,,,,
158_6,Nobles,2012,102,43,21_32,Kanaranzi_Creek,in_channel,pool,"sand, gravel silt",43.59584,-96.03554,0,,,,,,
158_7,Nobles,2012,102,43,21_32,Kanaranzi_Creek,in_channel,backwater,"sand, gravel silt",43.5959,-96.03589,0,,,,,,
158_8,Nobles,2012,102,43,21_32,Kanaranzi_Creek,in_channel,backwater,"sand, gravel silt",43.596,-96.03617,0,,,,,,
158_9,Nobles,2012,102,43,21_32,Kanaranzi_Creek,in_channel,backwater,"sand, gravel silt",43.59555,-96.03658,0,,,,,,
159_1,Nobles,2012,102,43,13,Kanaranzi_Creek,in_channel,pool,"gravel, sand, silt",43.64453,-95.95165,0,,,,,,
159_10,Nobles,2012,102,43,13,Kanaranzi_Creek,in_channel,pool,"gravel, sand, silt",43.64448,-95.95347,0,,,,,,
159_11,Nobles,2012,102,43,13,Kanaranzi_Creek,in_channel,in-channel/MCB,"gravel, sand, silt",43.64467,-95.95077,0,,,,,,
159_12,Nobles,2012,102,43,13,Kanaranzi_Creek,in_channel,in-channel/MCB,"gravel, sand, silt",43.645,-95.94982,1,,,,,,
159_2,Nobles,2012,102,43,13,Kanaranzi_Creek,in_channel,pool,"gravel, sand, silt",43.64481,-95.95166,0,,,,,,
159_3,Nobles,2012,102,43,13,Kanaranzi_Creek,in_channel,pool,"gravel, sand, silt",43.64479,-95.95182,0,,,,,,
159_4,Nobles,2012,102,43,13,Kanaranzi_Creek,in_channel,pool,"gravel, sand, silt",43.64461,-95.95195,0,,,,,,
159_5,Nobles,2012,102,43,13,Kanaranzi_Creek,in_channel,in-channel/MCB,"gravel, sand, silt",43.64438,-95.95194,0,,,,,,
159_6,Nobles,2012,102,43,13,Kanaranzi_Creek,in_channel,in-channel/MCB,"gravel, sand, silt",43.64427,-95.95224,0,,,,,,
159_7,Nobles,2012,102,43,13,Kanaranzi_Creek,in_channel,in-channel/MCB,"gravel, sand, silt",43.64406,-95.95307,0,,,,,,
159_8,Nobles,2012,102,43,13,Kanaranzi_Creek,in_channel,in-channel/MCB,"gravel, sand, silt",43.64407,-95.95333,0,,,,,,
159_9,Nobles,2012,102,43,13,Kanaranzi_Creek,in_channel,in-channel/MCB,"gravel, sand, silt",43.64401,-95.9536,0,,,,,,
160_1,Nobles,2012,101,41,16_17,Little_Rock_River,in_channel,in-channel/MCB,"gravel, sand, muck",43.55809,-95.77372,0,,,,,,
160_10,Nobles,2012,101,41,16_17,Little_Rock_River,in_channel,in-channel/MCB,"gravel, sand, muck",43.55827,-95.77099,0,,,,,,
160_11,Nobles,2012,101,41,16_17,Little_Rock_River,in_channel,in-channel/MCB,"gravel, sand, muck",43.55803,-95.76997,0,,,,,,
160_12,Nobles,2012,101,41,16_17,Little_Rock_River,in_channel,in-channel/MCB,"gravel, sand, muck",43.55766,-95.76964,0,,,,,,
160_13,Nobles,2012,101,41,16_17,Little_Rock_River,in_channel,in-channel/MCB,"gravel, sand, muck",43.55763,-95.76986,0,,,,,,
160_14,Nobles,2012,101,41,16_17,Little_Rock_River,in_channel,in-channel/MCB,"gravel, sand, muck",43.55706,-95.76972,0,,,,,,
160_15,Nobles,2012,101,41,16_17,Little_Rock_River,in_channel,in-channel/MCB,"gravel, sand, muck",43.55811,-95.77403,0,,,,,,
160_16,Nobles,2012,101,41,16_17,Little_Rock_River,in_channel,in-channel/MCB,"gravel, sand, muck",43.55798,-95.77529,0,,,,,,
160_17,Nobles,2012,101,41,16_17,Little_Rock_River,in_channel,in-channel/MCB,"gravel, sand, muck",43.5576,-95.77529,0,,,,,,
160_18,Nobles,2012,101,41,16_17,Little_Rock_River,in_channel,in-channel/MCB,"gravel, sand, muck",43.55759,-95.775,0,,,,,,
160_19,Nobles,2012,101,41,16_17,Little_Rock_River,in_channel,in-channel/MCB,"gravel, sand, muck",43.55736,-95.77556,0,,,,,,
160_2,Nobles,2012,101,41,16_17,Little_Rock_River,in_channel,in-channel/MCB,"gravel, sand, muck",43.55819,-95.77356,0,,,,,,
160_20,Nobles,2012,101,41,16_17,Little_Rock_River,in_channel,in-channel/MCB,"gravel, sand, muck",43.55748,-95.77608,0,,,,,,
160_21,Nobles,2012,101,41,16_17,Little_Rock_River,in_channel,in-channel/MCB,"gravel, sand, muck",43.55752,-95.77642,0,,,,,,
160_22,Nobles,2012,101,41,16_17,Little_Rock_River,in_channel,in-channel/MCB,"gravel, sand, muck",43.55689,-95.77684,0,,,,,,
160_23,Nobles,2012,101,41,16_17,Little_Rock_River,in_channel,in-channel/MCB,"gravel, sand, muck",43.55681,-95.77736,0,,,,,,
160_24,Nobles,2012,101,41,16_17,Little_Rock_River,in_channel,in-channel/MCB,"gravel, sand, muck",43.55642,-95.77828,0,,,,,,
160_25,Nobles,2012,101,41,16_17,Little_Rock_River,in_channel,in-channel/MCB,"gravel, sand, muck",43.55622,-95.77895,0,,,,,,
160_3,Nobles,2012,101,41,16_17,Little_Rock_River,in_channel,in-channel/MCB,"gravel, sand, muck",43.55826,-95.77324,0,,,,,,
160_4,Nobles,2012,101,41,16_17,Little_Rock_River,in_channel,in-channel/MCB,"gravel, sand, muck",43.5582,-95.77237,0,,,,,,
160_5,Nobles,2012,101,41,16_17,Little_Rock_River,in_channel,in-channel/MCB,"gravel, sand, muck",43.55819,-95.77193,0,,,,,,
160_6,Nobles,2012,101,41,16_17,Little_Rock_River,in_channel,in-channel/MCB,"gravel, sand, muck",43.55824,-95.77181,0,,,,,,
160_7,Nobles,2012,101,41,16_17,Little_Rock_River,in_channel,in-channel/MCB,"gravel, sand, muck",43.55803,-95.77151,0,,,,,,
