Site_Num,County,Year,Township,Range,Sections,Stream,Habitat,Pool_Riffle,Substrate,Lat,Long,Topeka_Shiner,Count,2004,2007,2008,2009,2010
40_3,Rock,2005,102,46,11_14,Beaver_Creek,in_channel,flow,"sand, silt",43.647701,-96.314544,0,,,,,,
40_4,Rock,2005,102,46,11_15,Beaver_Creek,in_channel,flow,"sand, silt",43.646710,-96.313838,0,,,,,,
40_5,Rock,2005,102,46,11_16,Beaver_Creek,in_channel,flow,"sand, silt",43.646800,-96.313107,0,,,,,,
40_6,Rock,2005,102,46,11_17,Beaver_Creek,in_channel,flow,"sand, silt",43.646788,-96.312332,0,,,,,,
40_7,Rock,2005,102,46,11_18,Beaver_Creek,in_channel,flow,"sand, silt",43.647021,-96.311235,0,,,,,,
40_8,Rock,2005,102,46,11_19,Beaver_Creek,in_channel,flow,"sand, silt",43.646412,-96.310951,0,,,,,,
40_9,Rock,2005,102,46,11_20,Beaver_Creek,in_channel,flow,"sand, silt",43.645596,-96.311727,1,,,,,,
41_1,Lincoln,2006,109,46,4_9,Medary_Creek,in_channel,flow,"sand, gravel",44.268763,-96.388203,0,,,,,,
41_2,Lincoln,2006,109,46,4_9,Medary_Creek,in_channel,flow,"sand, gravel",44.268709,-96.388521,0,,,,,,
41_3,Lincoln,2006,109,46,4_9,Medary_Creek,in_channel,flow,"sand, gravel",44.267994,-96.390163,0,,,,,,
41_4,Lincoln,2006,109,46,4_9,Medary_Creek,in_channel,flow,"sand, gravel",44.267859,-96.391072,0,,,,,,
41_5,Lincoln,2006,109,46,4_9,Medary_Creek,in_channel,flow,"sand, gravel",44.268061,-96.392145,0,,,,,,
41_6,Lincoln,2006,109,46,4_9,Medary_Creek,in_channel,flow,"sand, gravel",44.267922,-96.393469,0,,,,,,
41_7,Lincoln,2006,109,46,4_9,Medary_Creek,in_channel,flow,"sand, gravel",44.266533,-96.393571,0,,,,,,
41_8,Lincoln,2006,109,46,4_9,Medary_Creek,in_channel,flow,"sand, gravel",44.266478,-96.393010,0,,,,,,
41_9,Lincoln,2006,109,46,4_9,Medary_Creek,in_channel,flow,"sand, gravel",44.266471,-96.391720,0,,,,,,
41_10,Lincoln,2006,109,46,4_9,Medary_Creek,in_channel,flow,"sand, gravel",44.265425,-96.390258,0,,,,,,
42_1,Pipestone,2006,108,46,19_30,Willow_creek,in_channel,pool,"sand, silt",44.139787,-96.421264,0,,,,,,
42_2,Pipestone,2006,108,46,19_30,Willow_creek,in_channel,pool,"sand, silt",44.140262,-96.421441,1,,,,,,
43_1,Pipestone,2006,107,47,12,Flandreau_Creek,in_channel,pool,"sand, gravel",44.082140,-96.441312,0,,,,,,
43_2,Pipestone,2006,107,47,12,Flandreau_Creek,in_channel,pool,"sand, gravel",44.081886,-96.441081,0,,,,,,
43_3,Pipestone,2006,107,47,12,Flandreau_Creek,in_channel,pool,"sand, gravel",44.081458,-96.441231,0,,,,,,
43_4,Pipestone,2006,107,47,12,Flandreau_Creek,in_channel,pool,"sand, gravel",44.081113,-96.441933,0,,,,,,
43_5,Pipestone,2006,107,47,12,Flandreau_Creek,in_channel,pool,"sand, gravel",44.080466,-96.440709,0,,,,,,
43_6,Pipestone,2006,107,47,12,Flandreau_Creek,in_channel,pool,"sand, gravel",44.080711,-96.440634,0,,,,,,
43_7,Pipestone,2006,107,47,12,Flandreau_Creek,in_channel,pool,"sand, gravel",44.081186,-96.439224,0,,,,,,
43_8,Pipestone,2006,107,47,12,Flandreau_Creek,in_channel,pool,"sand, gravel",44.079320,-96.441102,0,,,,,,
43_9,Pipestone,2006,107,47,12,Flandreau_Creek,in_channel,pool,"sand, gravel",44.078174,-96.441460,0,,,,,,
43_10,Pipestone,2006,107,47,12,Flandreau_Creek,in_channel,pool,"sand, gravel",44.077714,-96.443003,0,,,,,,
44_1,Pipestone,2006,108,45,18_19,East_Branch_Flandreau_Creek,in_channel,pool,silt,44.154360,-96.292109,0,,,,,,
44_2,Pipestone,2006,108,45,18_19,East_Branch_Flandreau_Creek,in_channel,pool,silt,44.154642,-96.292655,0,,,,,,
44_3,Pipestone,2006,108,45,18_19,East_Branch_Flandreau_Creek,in_channel,pool,silt,44.155080,-96.293701,0,,,,,,
44_4,Pipestone,2006,108,45,18_19,East_Branch_Flandreau_Creek,in_channel,pool,silt,44.154949,-96.293875,0,,,,,,
44_5,Pipestone,2006,108,45,18_19,East_Branch_Flandreau_Creek,in_channel,pool,silt,44.153393,-96.291295,0,,,,,,
44_6,Pipestone,2006,108,45,18_19,East_Branch_Flandreau_Creek,in_channel,pool,silt,44.153347,-96.290707,1,,,,,,
45_1,Pipestone,2006,108,45,22,Triburary_North_Branch_Pipestone_Creek,in_channel,pool,"sand, gravel",44.148283,-96.233238,1,,,,,,
46_1,Pipestone,2006,106,47,14,Pipestone_Creek_and_Unnamed_Tributary,in_channel,backwater,sand,43.970827,-96.443923,1,,,,,,
47_1,Pipestone,2006,106,44,20_29,Rock_River,in_channel,pool,"sand, gravel, silt",43.964788,-96.158691,1,,,,,,
48_1,Pipestone,2006,105,44,28_29,Rock_River,in_channel,backwater,"sand, gravel",43.872506,-96.141536,1,,,,,,
49_1,Rock,2006,104,46,30,Unnamed_Tributary_Split_Rock_Creek,in_channel,pool,"sand, gravel",43.789796,-96.402864,1,,,,,,
49_2,Rock,2006,104,46,31,Unnamed_Tributary_Split_Rock_Creek,in_channel,pool,"sand, gravel",43.790059,-96.402011,1,,,,,,
50_1,Rock,2006,104,46,36,Beaver_Creek,in_channel,pool,"cobble, gravel, sand",43.761446,-96.296745,1,,,,,,
51_1,Rock,2006,103,46,1,Beaver_Creek,in_channel,pool,"sand, gravel, silt",43.749310,-96.291635,0,,,,,,
51_2,Rock,2006,103,46,1,Beaver_Creek,in_channel,pool,"sand, gravel, silt",43.748961,-96.293422,0,,,,,,
51_3,Rock,2006,103,46,1,Beaver_Creek,in_channel,pool,"sand, gravel, silt",43.748744,-96.293781,0,,,,,,
51_4,Rock,2006,103,46,1,Beaver_Creek,in_channel,pool,"sand, gravel, silt",43.748993,-96.295125,1,,,,,,
52_1,Rock,2006,103,44,20_29,Champepadan_Creek,in_channel,backwater,"sand, gravel",43.718196,-96.077163,0,,,,,,
52_2,Rock,2006,103,44,20_29,Champepadan_Creek,in_channel,backwater,"sand, gravel",43.717084,-96.077649,1,,,,,,
53_1,Rock,2006,103,44,13_14,Champepadan_Creek,in_channel,backwater,"sand, gravel",43.718196,-96.077163,0,,,,,,
53_2,Rock,2006,103,44,13_14,Champepadan_Creek,off_channel,backwater,"sand, gravel",43.717084,-96.077649,1,,,,,,
54_1,Rock,2006,102,46,29,Beaver_Creek,in_channel,pool,sand,43.615940,-96.371962,1,,,,,,
55_1,Rock,2006,101,45,13,Rock_River,in_channel,backwater,"sand, gravel, silt",43.558149,-96.184729,1,,,,,,
56_1,Rock,2006,101,45,24,Ash_Creek,in_channel,pool,sand,43.544070,-96.188466,0,,,,,,
56_2,Rock,2006,101,45,24,Ash_Creek,in_channel,pool,sand,43.543653,-96.188257,0,,,,,,
56_3,Rock,2006,101,45,24,Ash_Creek,in_channel,pool,sand,43.542587,-96.188382,1,,,,,,
57_1,Rock,2006,101,44,24_25,Kanaranzi_Creek,in_channel,backwater,"sand, silt",43.525716,-96.059848,1,,,,,,
58_1,Rock,2006,101,44,25_26,Norwegian_Creek,in_channel,pool,"sand, muck",43.515997,-96.071179,0,,,,,,
58_2,Rock,2006,101,44,25_26,Norwegian_Creek,in_channel,pool,"sand, muck",43.515267,-96.069360,1,,,,,,
59_1,Rock,2006,102,41,5,East_Branch_Kanaranzi_Creek_&_unnmaed_Tributary,in_channel,flow,"sand, gravel",43.663263,-95.773632,0,,,,,,
59_2,Rock,2006,102,41,5,East_Branch_Kanaranzi_Creek_&_unnmaed_Tributary,in_channel,flow,"sand, gravel",43.663321,-95.775329,0,,,,,,
59_3,Rock,2006,102,41,5,East_Branch_Kanaranzi_Creek_&_unnmaed_Tributary,in_channel,flow,"sand, gravel",43.664652,-95.778358,0,,,,,,
59_4,Rock,2006,102,41,5,East_Branch_Kanaranzi_Creek_&_unnmaed_Tributary,in_channel,flow,"sand, gravel",43.663390,-95.780277,0,,,,,,
59_5,Rock,2006,102,41,5,East_Branch_Kanaranzi_Creek_&_unnmaed_Tributary,in_channel,flow,"sand, gravel",43.660797,-95.782131,0,,,,,,
59_6,Rock,2006,102,41,5,East_Branch_Kanaranzi_Creek_&_unnmaed_Tributary,in_channel,flow,"sand, gravel",43.661484,-95.784601,0,,,,,,
59_7,Rock,2006,102,41,5,East_Branch_Kanaranzi_Creek_&_unnmaed_Tributary,in_channel,pool,"sand, gravel",43.661236,-95.785887,1,,,,,,
60_1,Rock,2006,101,42,26_35,Little_Rock_River,in_channel,backwater,"sand, silt",43.513034,-95.851457,1,,,,,,
61_1,Lincoln,2007,109,45,30,Flandreau_Creek,in_channel,flow,silt,44.212074,-96.318630,0,,,,,,
61_2,Lincoln,2007,109,45,30,Flandreau_Creek,in_channel,flow,silt,44.212030,-96.318302,0,,,,,,
61_3,Lincoln,2007,109,45,31,Flandreau_Creek,in_channel,flow,silt,44.211800,-96.318457,0,,,,,,
61_4,Lincoln,2007,109,45,31,Flandreau_Creek,in_channel,flow,silt,44.211491,-96.318260,0,,,,,,
61_5,Lincoln,2007,109,45,31,Flandreau_Creek,in_channel,flow,silt,44.211024,-96.318526,0,,,,,,
61_6,Lincoln,2007,109,45,31,Flandreau_Creek,in_channel,flow,silt,44.207056,-96.320289,0,,,,,,
61_7,Lincoln,2007,109,45,31,Flandreau_Creek,in_channel,flow,silt,44.207303,-96.321099,0,,,,,,
61_8,Lincoln,2007,109,45,36,Flandreau_Creek,in_channel,flow,silt,44.206435,-96.321836,0,,,,,,
61_9,Lincoln,2007,109,45,36,Flandreau_Creek,in_channel,flow,silt,44.206311,-96.322076,0,,,,,,
61_10,Lincoln,2007,109,45,36,Flandreau_Creek,in_channel,flow,silt,44.205896,-96.322726,0,,,,,,
62_1,Lincoln,2007,109,46,36,Flandreau_Creek,in_channel,flow,muck,44.200377,-96.324297,0,,,,,,
62_2,Lincoln,2007,109,46,36,Flandreau_Creek,in_channel,flow,muck,44.198756,-96.326471,0,,,,,,
62_3,Lincoln,2007,109,46,36,Flandreau_Creek,in_channel,flow,muck,44.197778,-96.326029,0,,,,,,
62_4,Pipestone,2007,109,46,1,Flandreau_Creek,in_channel,flow,muck,44.197221,-96.325704,0,,,,,,
62_5,Pipestone,2007,109,46,1,Flandreau_Creek,in_channel,flow,muck,44.196892,-96.325538,0,,,,,,
